"V1" "V2" "V1.1" "V2.1"
"1" -18.5023334119849 4.06453497021533 -18.5023334119849 4.06453497021533
"2" 8.19418545562804 3.32597169935089 8.19418545562804 3.32597169935089
"3" -11.9659289669576 -1.20312921068311 -11.9659289669576 -1.20312921068311
"4" -12.8442024820048 1.75883695012339 -12.8442024820048 1.75883695012339
"5" -14.1086811286429 1.46948628009352 -14.1086811286429 1.46948628009352
"6" 57.6516381600584 36.9201754640898 12.9343577965045 8.58701758683822
"7" 11.2464737112911 1.94162147298656 11.2464737112911 1.94162147298656
"8" 19.3645902941925 82.5685219812108 19.3645902941925 82.5685219812108
"9" 45.9492670808305 77.7851769574775 45.9492670808305 77.7851769574775
"10" -4.58597312702038 1.72241711758139 -4.58597312702038 1.72241711758139
"11" 28.795426006113 22.8405062594247 28.7480285789472 23.1191765031972
"12" 54.0876362157351 13.6516593958226 54.4304854789921 13.5595531299207
"13" -18.2956641095424 -0.889233457309971 -18.2956641095424 -0.889233457309971
"14" 38.0668598968316 -5.36783324378986 8.69163318762794 -1.30811266814634
"15" -15.7322009005782 -2.35714701750542 -15.7322009005782 -2.35714701750542
"16" 48.8288786168521 3.80607511623738 49.3826344707264 3.75280542823082
"17" -16.8611096557998 7.11085028108564 -16.8611096557998 7.11085028108564
"18" 71.6802658256905 2.52526618744153 71.7985102377142 2.49640669992815
"19" -8.24962505512232 1.31157632684926 -8.24962505512232 1.31157632684926
"20" 12.9001660563406 3.05224308816684 12.9001660563406 3.05224308816684
"21" 31.9769107150982 14.0635015340421 31.8749068872322 14.4928186238071
"22" 19.5488271509025 39.9835241259907 5.21569126514895 6.95667311224339
"23" 41.91158329353 -3.8394375956658 9.34904734444812 -0.935456802465739
"24" 38.5440462771012 5.27250854661378 38.7069757170255 5.12751530197117
"25" 50.9051522476114 12.7259999617531 51.2920098249715 12.6466939837819
"26" 49.3812871164633 3.00317723173274 49.3812871164633 3.00317723173274
"27" 50.8348901813986 1.91918903012251 50.8348901813986 1.91918903012251
"28" 52.2215123580295 12.8223514214386 52.5901669248505 12.741713067454
"29" 86.6576295776228 39.2004585143055 86.6576295776228 39.2004585143055
"30" -8.99475641502257 5.09167464149263 -8.99475641502257 5.09167464149263
"31" 51.1143756922627 11.7863069231424 51.4983400669665 11.7199952938679
"32" 14.5185888232617 3.21513184886331 14.5185888232617 3.21513184886331
"33" -16.5227615604105 -1.05163716341163 -16.5227615604105 -1.05163716341163
"34" -14.4184911992333 -3.18535582677158 -14.4184911992333 -3.18535582677158
"35" 60.9654830395287 46.3467728747594 13.4905431250062 10.1691481234808
"36" 8.01842303655928 -1.55993928322076 8.01842303655928 -1.55993928322076
"37" 34.9978615189499 10.0584404536239 34.8440066639125 10.5564996528728
